condition,model,seed,roc_auc,pr_auc,brier,n_train,status,dataset,rate,rule_set
quarantine,hgb,20260806,0.497144526460896,0.10993585635319089,0.15840138259530195,183,ok,diabetes_130us,0.2,naive
repair,logreg,20260806,0.6707558699195451,0.2187053702070252,0.09542646459746154,76324,ok,diabetes_130us,0.2,naive
repair,hgb,20260806,0.6737351943278966,0.22379620611481568,0.09517480638484445,76324,ok,diabetes_130us,0.2,naive
clean,logreg,20260807,0.6710835078686481,0.22021639547528227,0.09471164419684215,76324,ok,diabetes_130us,0.2,naive
clean,hgb,20260807,0.6809797650197988,0.23327776046708348,0.09389486207482263,76324,ok,diabetes_130us,0.2,naive
corrupted,logreg,20260807,0.669601801105649,0.21856518537583852,0.09557616041264057,76324,ok,diabetes_130us,0.2,naive
corrupted,hgb,20260807,0.6764386184261388,0.2274968671161743,0.0951381918647471,76324,ok,diabetes_130us,0.2,naive
quarantine,logreg,20260807,0.5516987890135497,0.1402903291527905,0.16687544991645936,161,ok,diabetes_130us,0.2,naive
quarantine,hgb,20260807,0.5284740355827482,0.12086913071933686,0.1509525910240307,161,ok,diabetes_130us,0.2,naive
repair,logreg,20260807,0.6698549181542497,0.21827596654792597,0.09548246668977912,76324,ok,diabetes_130us,0.2,naive
repair,hgb,20260807,0.6743587107959015,0.22229404006870518,0.09559059354957584,76324,ok,diabetes_130us,0.2,naive
clean,logreg,20260803,0.9060187881937861,0.545662857696497,0.0714238474484318,33908,ok,bank_marketing_full,0.05,census_informed
clean,hgb,20260803,0.9338031594371211,0.627013134831943,0.06194953392850486,33908,ok,bank_marketing_full,0.05,census_informed
corrupted,logreg,20260803,0.9033097832932495,0.5464226420081842,0.07151783117284528,35603,ok,bank_marketing_full,0.05,census_informed
corrupted,hgb,20260803,0.9330753393626408,0.6148335269339846,0.06263485827827737,35603,ok,bank_marketing_full,0.05,census_informed
quarantine,logreg,20260803,0.9059721792131221,0.5431271454013942,0.07150954011552224,24367,ok,bank_marketing_full,0.05,census_informed
quarantine,hgb,20260803,0.9296602652452671,0.6082462605906164,0.06359285115069971,24367,ok,bank_marketing_full,0.05,census_informed
repair,logreg,20260803,0.9059401971158212,0.545154453747672,0.07137328936855046,35603,ok,bank_marketing_full,0.05,census_informed
repair,hgb,20260803,0.933519791992077,0.6209099612701666,0.06217108300540287,35603,ok,bank_marketing_full,0.05,census_informed
clean,logreg,20260804,0.9060187881937861,0.545662857696497,0.0714238474484318,33908,ok,bank_marketing_full,0.05,census_informed
clean,hgb,20260804,0.9347268509108304,0.6335437619938029,0.061466319262384266,33908,ok,bank_marketing_full,0.05,census_informed
corrupted,logreg,20260804,0.9029602538317507,0.5475708673404982,0.07149823725151061,35603,ok,bank_marketing_full,0.05,census_informed
corrupted,hgb,20260804,0.9342425343402085,0.628307664536503,0.06185233337936837,35603,ok,bank_marketing_full,0.05,census_informed
quarantine,logreg,20260804,0.9050437131609059,0.545050402906384,0.0715084939917596,24241,ok,bank_marketing_full,0.05,census_informed
quarantine,hgb,20260804,0.9314714599190808,0.6109643519893055,0.06303016673008122,24241,ok,bank_marketing_full,0.05,census_informed
repair,logreg,20260804,0.9060184092589839,0.5465350104914866,0.07130978947457398,35603,ok,bank_marketing_full,0.05,census_informed
repair,hgb,20260804,0.9325241407994403,0.6191890590061193,0.06229665131365875,35603,ok,bank_marketing_full,0.05,census_informed
clean,logreg,20260805,0.9060187881937861,0.545662857696497,0.0714238474484318,33908,ok,bank_marketing_full,0.05,census_informed
clean,hgb,20260805,0.9341690967755527,0.6311523622153931,0.06192832469044535,33908,ok,bank_marketing_full,0.05,census_informed
corrupted,logreg,20260805,0.902801480149652,0.5470870030550897,0.07146746630676337,35603,ok,bank_marketing_full,0.05,census_informed
corrupted,hgb,20260805,0.9336642040451745,0.6279109327480974,0.0622384969511653,35603,ok,bank_marketing_full,0.05,census_informed
quarantine,logreg,20260805,0.9066272816990708,0.5464297091699304,0.07147142930158115,24245,ok,bank_marketing_full,0.05,census_informed
quarantine,hgb,20260805,0.9329070544170082,0.621288809730664,0.062322784901850455,24245,ok,bank_marketing_full,0.05,census_informed
repair,logreg,20260805,0.9058502379937919,0.5457709116049054,0.07126860008053312,35603,ok,bank_marketing_full,0.05,census_informed
repair,hgb,20260805,0.9338267670752948,0.6294762658960473,0.06171705929728326,35603,ok,bank_marketing_full,0.05,census_informed
clean,logreg,20260806,0.9060187881937861,0.545662857696497,0.0714238474484318,33908,ok,bank_marketing_full,0.05,census_informed
clean,hgb,20260806,0.9337443866493085,0.6253713897892842,0.061942296331646184,33908,ok,bank_marketing_full,0.05,census_informed
corrupted,logreg,20260806,0.9025851841645873,0.5466837539733588,0.0714376706832363,35603,ok,bank_marketing_full,0.05,census_informed
corrupted,hgb,20260806,0.9329507455996954,0.6186566216574844,0.062466725336210165,35603,ok,bank_marketing_full,0.05,census_informed
quarantine,logreg,20260806,0.9052964626739368,0.5438522480734601,0.07146760607771002,24309,ok,bank_marketing_full,0.05,census_informed
quarantine,hgb,20260806,0.9315872623946163,0.6044615914829704,0.0634235898608805,24309,ok,bank_marketing_full,0.05,census_informed
repair,logreg,20260806,0.9058000670259878,0.5455229971620899,0.07125515553758006,35603,ok,bank_marketing_full,0.05,census_informed
repair,hgb,20260806,0.931963089931384,0.6187292946636633,0.06257460733291342,35603,ok,bank_marketing_full,0.05,census_informed
clean,logreg,20260807,0.9060187881937861,0.545662857696497,0.0714238474484318,33908,ok,bank_marketing_full,0.05,census_informed
clean,hgb,20260807,0.9340599635525351,0.6304585392520526,0.06171405739723577,33908,ok,bank_marketing_full,0.05,census_informed
corrupted,logreg,20260807,0.9028310370642193,0.5472660716033925,0.07147062732888348,35603,ok,bank_marketing_full,0.05,census_informed
corrupted,hgb,20260807,0.934213811082206,0.6245006351623745,0.06228609547349185,35603,ok,bank_marketing_full,0.05,census_informed
quarantine,logreg,20260807,0.9066102296329744,0.5444519146437257,0.07128786591075775,24258,ok,bank_marketing_full,0.05,census_informed
quarantine,hgb,20260807,0.93172216318418,0.6090933993804358,0.06337148690107247,24258,ok,bank_marketing_full,0.05,census_informed
repair,logreg,20260807,0.906062593056914,0.5457218513093484,0.07132021327352557,35603,ok,bank_marketing_full,0.05,census_informed
repair,hgb,20260807,0.9330516938309871,0.6140297352653366,0.06270310049133034,35603,ok,bank_marketing_full,0.05,census_informed
clean,logreg,20260803,0.9060187881937861,0.545662857696497,0.0714238474484318,33908,ok,bank_marketing_full,0.1,census_informed
clean,hgb,20260803,0.9338031594371211,0.627013134831943,0.06194953392850486,33908,ok,bank_marketing_full,0.1,census_informed
corrupted,logreg,20260803,0.8975226909948872,0.5443523682657274,0.07223235834715186,37299,ok,bank_marketing_full,0.1,census_informed
corrupted,hgb,20260803,0.9317357290500967,0.6073408415701068,0.06330536749118224,37299,ok,bank_marketing_full,0.1,census_informed
quarantine,logreg,20260803,0.9052828210210597,0.5450907584090802,0.07143528462025428,17709,ok,bank_marketing_full,0.1,census_informed
quarantine,hgb,20260803,0.9281878382845712,0.605370593248895,0.06430334213599163,17709,ok,bank_marketing_full,0.1,census_informed
repair,logreg,20260803,0.9060697170311945,0.5458950119086262,0.07120192924004942,37299,ok,bank_marketing_full,0.1,census_informed
repair,hgb,20260803,0.930542766505983,0.607101275184643,0.06361145662434135,37299,ok,bank_marketing_full,0.1,census_informed
clean,logreg,20260804,0.9060187881937861,0.545662857696497,0.0714238474484318,33908,ok,bank_marketing_full,0.1,census_informed
clean,hgb,20260804,0.9347268509108304,0.6335437619938029,0.061466319262384266,33908,ok,bank_marketing_full,0.1,census_informed
corrupted,logreg,20260804,0.8971836959208883,0.5454933401527153,0.07213934534731041,37299,ok,bank_marketing_full,0.1,census_informed
corrupted,hgb,20260804,0.9318405424163702,0.610886411190184,0.06315709638257025,37299,ok,bank_marketing_full,0.1,census_informed
quarantine,logreg,20260804,0.9034279351645585,0.5429104219240993,0.07156870570487105,17780,ok,bank_marketing_full,0.1,census_informed
quarantine,hgb,20260804,0.9279734369735175,0.5960042550093083,0.06448165858358845,17780,ok,bank_marketing_full,0.1,census_informed
repair,logreg,20260804,0.9054272709676372,0.5458568331068321,0.07116833780852025,37299,ok,bank_marketing_full,0.1,census_informed
repair,hgb,20260804,0.9308683472879863,0.6110561565392986,0.0633954158634884,37299,ok,bank_marketing_full,0.1,census_informed
clean,logreg,20260805,0.9060187881937861,0.545662857696497,0.0714238474484318,33908,ok,bank_marketing_full,0.1,census_informed
clean,hgb,20260805,0.9341690967755527,0.6311523622153931,0.06192832469044535,33908,ok,bank_marketing_full,0.1,census_informed
corrupted,logreg,20260805,0.8989087587141743,0.544433547404884,0.07221378959280066,37299,ok,bank_marketing_full,0.1,census_informed
corrupted,hgb,20260805,0.9325291427388286,0.6209319522718858,0.06280653590062536,37299,ok,bank_marketing_full,0.1,census_informed
quarantine,logreg,20260805,0.9055772533623263,0.547438445448472,0.07161564799734714,17808,ok,bank_marketing_full,0.1,census_informed
quarantine,hgb,20260805,0.9272898764839277,0.6043242746665081,0.06414270274683595,17808,ok,bank_marketing_full,0.1,census_informed
repair,logreg,20260805,0.9058675932077302,0.5448783802505663,0.07144737694245305,37299,ok,bank_marketing_full,0.1,census_informed
repair,hgb,20260805,0.9311594071095141,0.6079602297868005,0.06353339656080252,37299,ok,bank_marketing_full,0.1,census_informed
clean,logreg,20260806,0.9060187881937861,0.545662857696497,0.0714238474484318,33908,ok,bank_marketing_full,0.1,census_informed
clean,hgb,20260806,0.9337443866493085,0.6253713897892842,0.061942296331646184,33908,ok,bank_marketing_full,0.1,census_informed
corrupted,logreg,20260806,0.897933683681294,0.5461937071715076,0.07207866265686191,37299,ok,bank_marketing_full,0.1,census_informed
corrupted,hgb,20260806,0.9316903326607999,0.6087635993188659,0.06332690678592261,37299,ok,bank_marketing_full,0.1,census_informed
quarantine,logreg,20260806,0.9056807783502725,0.5442123471972027,0.07147397993157857,17920,ok,bank_marketing_full,0.1,census_informed
quarantine,hgb,20260806,0.9263265863233943,0.5900656875889435,0.06613042055260675,17920,ok,bank_marketing_full,0.1,census_informed
repair,logreg,20260806,0.9058207568661849,0.5466335001014044,0.0711639563383975,37299,ok,bank_marketing_full,0.1,census_informed
repair,hgb,20260806,0.928597769953532,0.6068698390230023,0.06393487468408351,37299,ok,bank_marketing_full,0.1,census_informed
clean,logreg,20260807,0.9060187881937861,0.545662857696497,0.0714238474484318,33908,ok,bank_marketing_full,0.1,census_informed
clean,hgb,20260807,0.9340599635525351,0.6304585392520526,0.06171405739723577,33908,ok,bank_marketing_full,0.1,census_informed
corrupted,logreg,20260807,0.8946583228254713,0.5432333784528189,0.0726391775190695,37299,ok,bank_marketing_full,0.1,census_informed
corrupted,hgb,20260807,0.9322666924948627,0.6221146817372342,0.06283218971661024,37299,ok,bank_marketing_full,0.1,census_informed
quarantine,logreg,20260807,0.9052237071919249,0.5441924292389011,0.07149437826610862,17784,ok,bank_marketing_full,0.1,census_informed
quarantine,hgb,20260807,0.9284863631217014,0.5868968149305083,0.0655365056233216,17784,ok,bank_marketing_full,0.1,census_informed
repair,logreg,20260807,0.9054767598527974,0.5454283620167314,0.0712962856163578,37299,ok,bank_marketing_full,0.1,census_informed
repair,hgb,20260807,0.9295020599653716,0.6092883903174446,0.06354787351723516,37299,ok,bank_marketing_full,0.1,census_informed
clean,logreg,20260803,0.9060187881937861,0.545662857696497,0.0714238474484318,33908,ok,bank_marketing_full,0.2,census_informed
clean,hgb,20260803,0.9338031594371211,0.627013134831943,0.06194953392850486,33908,ok,bank_marketing_full,0.2,census_informed
corrupted,logreg,20260803,0.8788788713684593,0.5298038447288842,0.07508146999373785,40690,ok,bank_marketing_full,0.2,census_informed
corrupted,hgb,20260803,0.9313869574582023,0.6179324331998071,0.06357433429231563,40690,ok,bank_marketing_full,0.2,census_informed
quarantine,logreg,20260803,0.9027869290532496,0.5420848769771511,0.07193020445697994,8966,ok,bank_marketing_full,0.2,census_informed
quarantine,hgb,20260803,0.9171002817607615,0.5663766388829355,0.07081570880294386,8966,ok,bank_marketing_full,0.2,census_informed
repair,logreg,20260803,0.9050510644960675,0.5466569606532049,0.07111520072199304,40690,ok,bank_marketing_full,0.2,census_informed
repair,hgb,20260803,0.9295047125089865,0.6138290808544313,0.0633676266500658,40690,ok,bank_marketing_full,0.2,census_informed
clean,logreg,20260804,0.9060187881937861,0.545662857696497,0.0714238474484318,33908,ok,bank_marketing_full,0.2,census_informed
clean,hgb,20260804,0.9347268509108304,0.6335437619938029,0.061466319262384266,33908,ok,bank_marketing_full,0.2,census_informed
corrupted,logreg,20260804,0.8830472299790176,0.5326305014306036,0.07472499991739982,40690,ok,bank_marketing_full,0.2,census_informed
corrupted,hgb,20260804,0.9323078448143757,0.6210197913680741,0.06288313042317825,40690,ok,bank_marketing_full,0.2,census_informed
quarantine,logreg,20260804,0.9040931173162443,0.5393066588846491,0.0719002155434182,9070,ok,bank_marketing_full,0.2,census_informed
quarantine,hgb,20260804,0.9182594433205239,0.5808682334453923,0.0696222338940805,9070,ok,bank_marketing_full,0.2,census_informed
repair,logreg,20260804,0.9054785029528872,0.545067749285793,0.07137917962589221,40690,ok,bank_marketing_full,0.2,census_informed
repair,hgb,20260804,0.9272253438871221,0.6063229112918348,0.06406259187991915,40690,ok,bank_marketing_full,0.2,census_informed
clean,logreg,20260805,0.9060187881937861,0.545662857696497,0.0714238474484318,33908,ok,bank_marketing_full,0.2,census_informed
clean,hgb,20260805,0.9341690967755527,0.6311523622153931,0.06192832469044535,33908,ok,bank_marketing_full,0.2,census_informed
corrupted,logreg,20260805,0.882584323224717,0.5297711707540476,0.07484189913682229,40690,ok,bank_marketing_full,0.2,census_informed
corrupted,hgb,20260805,0.9305890723388053,0.6172895496477508,0.0631381364277931,40690,ok,bank_marketing_full,0.2,census_informed
quarantine,logreg,20260805,0.8971800581467877,0.5329389435625523,0.07242091859169386,8990,ok,bank_marketing_full,0.2,census_informed
quarantine,hgb,20260805,0.9147612688010398,0.549269275070077,0.07123492305186088,8990,ok,bank_marketing_full,0.2,census_informed
repair,logreg,20260805,0.9055329937774358,0.5450030143271422,0.0712334182366005,40690,ok,bank_marketing_full,0.2,census_informed
repair,hgb,20260805,0.9289710207336449,0.6142561390223912,0.06337969613251208,40690,ok,bank_marketing_full,0.2,census_informed
clean,logreg,20260806,0.9060187881937861,0.545662857696497,0.0714238474484318,33908,ok,bank_marketing_full,0.2,census_informed
clean,hgb,20260806,0.9337443866493085,0.6253713897892842,0.061942296331646184,33908,ok,bank_marketing_full,0.2,census_informed
corrupted,logreg,20260806,0.8782553720450096,0.5271472015380895,0.07544279220216651,40690,ok,bank_marketing_full,0.2,census_informed
corrupted,hgb,20260806,0.931804998331929,0.609425639627056,0.06344243487309628,40690,ok,bank_marketing_full,0.2,census_informed
quarantine,logreg,20260806,0.9032296006891157,0.5374521613579077,0.07229497918214743,8970,ok,bank_marketing_full,0.2,census_informed
quarantine,hgb,20260806,0.9138926744475623,0.5704838016420375,0.07268655297517455,8970,ok,bank_marketing_full,0.2,census_informed
repair,logreg,20260806,0.9053933941963254,0.5469501419691734,0.0710686581366252,40690,ok,bank_marketing_full,0.2,census_informed
repair,hgb,20260806,0.9291961837930798,0.6109547337670616,0.06357695276163929,40690,ok,bank_marketing_full,0.2,census_informed
clean,logreg,20260807,0.9060187881937861,0.545662857696497,0.0714238474484318,33908,ok,bank_marketing_full,0.2,census_informed
clean,hgb,20260807,0.9340599635525351,0.6304585392520526,0.06171405739723577,33908,ok,bank_marketing_full,0.2,census_informed
corrupted,logreg,20260807,0.8811365649196408,0.5293731550597893,0.07490366693366113,40690,ok,bank_marketing_full,0.2,census_informed
corrupted,hgb,20260807,0.9325878018462006,0.6124637187437612,0.06328505307219917,40690,ok,bank_marketing_full,0.2,census_informed
quarantine,logreg,20260807,0.9050715269753832,0.5420625642538975,0.07177565694134194,8991,ok,bank_marketing_full,0.2,census_informed
quarantine,hgb,20260807,0.9250858022072497,0.5847994267568857,0.06791870663325816,8991,ok,bank_marketing_full,0.2,census_informed
repair,logreg,20260807,0.905063190409736,0.5443596225130198,0.0713709064640346,40690,ok,bank_marketing_full,0.2,census_informed
repair,hgb,20260807,0.9308322726948222,0.6084688962967555,0.06342472169404689,40690,ok,bank_marketing_full,0.2,census_informed
clean,logreg,20260803,0.6710835078686481,0.22021639547528227,0.09471164419684215,76324,ok,diabetes_130us,0.05,census_informed
clean,hgb,20260803,0.6797893551895977,0.23046767674384105,0.09398754777395674,76324,ok,diabetes_130us,0.05,census_informed
corrupted,logreg,20260803,0.6699645100055218,0.21937017885944832,0.09480198833046748,76324,ok,diabetes_130us,0.05,census_informed
corrupted,hgb,20260803,0.6805917716864118,0.22846692082373143,0.09413366832235263,76324,ok,diabetes_130us,0.05,census_informed
quarantine,logreg,20260803,0.6678650527162127,0.2187351467722755,0.09478715722185155,52180,ok,diabetes_130us,0.05,census_informed
quarantine,hgb,20260803,0.6756554009568067,0.2299018488950432,0.09407265692787181,52180,ok,diabetes_130us,0.05,census_informed
repair,logreg,20260803,0.6705143548806521,0.21909138116354057,0.09484036459682291,76324,ok,diabetes_130us,0.05,census_informed
repair,hgb,20260803,0.675109779244377,0.22591657059483264,0.0944951704788738,76324,ok,diabetes_130us,0.05,census_informed
clean,logreg,20260804,0.6710835078686481,0.22021639547528227,0.09471164419684215,76324,ok,diabetes_130us,0.05,census_informed
clean,hgb,20260804,0.6810637529732195,0.22999632587116553,0.09396931193123664,76324,ok,diabetes_130us,0.05,census_informed
corrupted,logreg,20260804,0.6698356178331973,0.21988166391847497,0.09477594928572668,76324,ok,diabetes_130us,0.05,census_informed
corrupted,hgb,20260804,0.6809540832038166,0.23081348971907906,0.09404901688264078,76324,ok,diabetes_130us,0.05,census_informed
quarantine,logreg,20260804,0.6689360218433819,0.21950172649547056,0.09478400630072295,52135,ok,diabetes_130us,0.05,census_informed
quarantine,hgb,20260804,0.6765750998244239,0.2293123366483141,0.09409191768298354,52135,ok,diabetes_130us,0.05,census_informed
repair,logreg,20260804,0.6702371377541286,0.21956140192940504,0.09482786697222521,76324,ok,diabetes_130us,0.05,census_informed
repair,hgb,20260804,0.6762426231593848,0.22745280658375408,0.09437914671714305,76324,ok,diabetes_130us,0.05,census_informed
clean,logreg,20260805,0.6710835078686481,0.22021639547528227,0.09471164419684215,76324,ok,diabetes_130us,0.05,census_informed
clean,hgb,20260805,0.6809782534080573,0.23183903841902964,0.09391653344074583,76324,ok,diabetes_130us,0.05,census_informed
corrupted,logreg,20260805,0.6709744380688539,0.21978272281806469,0.09477796231566546,76324,ok,diabetes_130us,0.05,census_informed
corrupted,hgb,20260805,0.6801231175037986,0.23210288032892235,0.09404996458342482,76324,ok,diabetes_130us,0.05,census_informed
quarantine,logreg,20260805,0.6676499675073602,0.2172499924567776,0.09487441726193596,52098,ok,diabetes_130us,0.05,census_informed
quarantine,hgb,20260805,0.675978917036779,0.22316381193161144,0.09435659830370069,52098,ok,diabetes_130us,0.05,census_informed
repair,logreg,20260805,0.6716003933743595,0.21958839303174554,0.09480557655225294,76324,ok,diabetes_130us,0.05,census_informed
repair,hgb,20260805,0.6731337754418476,0.22227730670590046,0.0946541004527991,76324,ok,diabetes_130us,0.05,census_informed
clean,logreg,20260806,0.6710835078686481,0.22021639547528227,0.09471164419684215,76324,ok,diabetes_130us,0.05,census_informed
clean,hgb,20260806,0.6813541304720715,0.22950555764166364,0.09404821873493463,76324,ok,diabetes_130us,0.05,census_informed
corrupted,logreg,20260806,0.6708546779014846,0.2195250899879312,0.09478084774265674,76324,ok,diabetes_130us,0.05,census_informed
corrupted,hgb,20260806,0.6786448703058164,0.2327720517706658,0.0940626055953588,76324,ok,diabetes_130us,0.05,census_informed
quarantine,logreg,20260806,0.6710667710541063,0.2200261974113819,0.09471456992127913,52109,ok,diabetes_130us,0.05,census_informed
quarantine,hgb,20260806,0.6802809484699817,0.22579323702858062,0.09416648436250324,52109,ok,diabetes_130us,0.05,census_informed
repair,logreg,20260806,0.6712405518617081,0.21913100904132365,0.09480859448510053,76324,ok,diabetes_130us,0.05,census_informed
repair,hgb,20260806,0.6736807217625044,0.22329643186229758,0.09465317907282399,76324,ok,diabetes_130us,0.05,census_informed
clean,logreg,20260807,0.6710835078686481,0.22021639547528227,0.09471164419684215,76324,ok,diabetes_130us,0.05,census_informed
clean,hgb,20260807,0.6809797650197988,0.23327776046708348,0.09389486207482263,76324,ok,diabetes_130us,0.05,census_informed
corrupted,logreg,20260807,0.6703261124679342,0.21909572633772606,0.09482017042136495,76324,ok,diabetes_130us,0.05,census_informed
corrupted,hgb,20260807,0.6794813993603889,0.22813274100723419,0.0942035643938298,76324,ok,diabetes_130us,0.05,census_informed
quarantine,logreg,20260807,0.6712105767567068,0.21878995957542755,0.09480195098000892,52226,ok,diabetes_130us,0.05,census_informed
quarantine,hgb,20260807,0.6790458993425221,0.22806752374543116,0.09410797712113014,52226,ok,diabetes_130us,0.05,census_informed
repair,logreg,20260807,0.6710960604795547,0.21904916187954337,0.09482166096244041,76324,ok,diabetes_130us,0.05,census_informed
repair,hgb,20260807,0.6763388676348141,0.22644713561300234,0.09461930731383197,76324,ok,diabetes_130us,0.05,census_informed
clean,logreg,20260803,0.6710835078686481,0.22021639547528227,0.09471164419684215,76324,ok,diabetes_130us,0.1,census_informed
clean,hgb,20260803,0.6797893551895977,0.23046767674384105,0.09398754777395674,76324,ok,diabetes_130us,0.1,census_informed
corrupted,logreg,20260803,0.6707050595063104,0.22016466781161736,0.09487203849608408,76324,ok,diabetes_130us,0.1,census_informed
corrupted,hgb,20260803,0.6792233812613471,0.23227133661466334,0.09414584977194357,76324,ok,diabetes_130us,0.1,census_informed
quarantine,logreg,20260803,0.6675389185870382,0.21824173380000933,0.0948071767024337,35759,ok,diabetes_130us,0.1,census_informed
quarantine,hgb,20260803,0.6734292955373467,0.2219665596691365,0.094467404884039,35759,ok,diabetes_130us,0.1,census_informed
repair,logreg,20260803,0.6706121577187016,0.21920283541283792,0.09488851472786153,76324,ok,diabetes_130us,0.1,census_informed
repair,hgb,20260803,0.6716211507644618,0.2192008511416442,0.09481262368678638,76324,ok,diabetes_130us,0.1,census_informed
clean,logreg,20260804,0.6710835078686481,0.22021639547528227,0.09471164419684215,76324,ok,diabetes_130us,0.1,census_informed
clean,hgb,20260804,0.6810637529732195,0.22999632587116553,0.09396931193123664,76324,ok,diabetes_130us,0.1,census_informed
corrupted,logreg,20260804,0.6704767437988115,0.21939636647495908,0.09484598549268053,76324,ok,diabetes_130us,0.1,census_informed
corrupted,hgb,20260804,0.6805556488408736,0.22979010476672868,0.09423198783063963,76324,ok,diabetes_130us,0.1,census_informed
quarantine,logreg,20260804,0.6676583826655098,0.21621995951760886,0.09491675953557097,35645,ok,diabetes_130us,0.1,census_informed
quarantine,hgb,20260804,0.6750638620897702,0.22350936559845458,0.09443482843856542,35645,ok,diabetes_130us,0.1,census_informed
repair,logreg,20260804,0.6709154774191153,0.21883728503511668,0.09498833848485536,76324,ok,diabetes_130us,0.1,census_informed
repair,hgb,20260804,0.6704038046363687,0.21966358490397583,0.09485810843747694,76324,ok,diabetes_130us,0.1,census_informed
clean,logreg,20260805,0.6710835078686481,0.22021639547528227,0.09471164419684215,76324,ok,diabetes_130us,0.1,census_informed
clean,hgb,20260805,0.6809782534080573,0.23183903841902964,0.09391653344074583,76324,ok,diabetes_130us,0.1,census_informed
corrupted,logreg,20260805,0.6707066646198092,0.21965219760498014,0.09490360629745251,76324,ok,diabetes_130us,0.1,census_informed
corrupted,hgb,20260805,0.6810266795264828,0.23663842937817522,0.09404361730632992,76324,ok,diabetes_130us,0.1,census_informed
quarantine,logreg,20260805,0.671633064446694,0.21811139252220269,0.09484708481130427,35629,ok,diabetes_130us,0.1,census_informed
quarantine,hgb,20260805,0.6745209908873655,0.22331290353002525,0.094384888462714,35629,ok,diabetes_130us,0.1,census_informed
repair,logreg,20260805,0.6711231292382691,0.2194090438998254,0.09486601919326589,76324,ok,diabetes_130us,0.1,census_informed
repair,hgb,20260805,0.6752796641454282,0.22582090953789113,0.09475653213610638,76324,ok,diabetes_130us,0.1,census_informed
clean,logreg,20260806,0.6710835078686481,0.22021639547528227,0.09471164419684215,76324,ok,diabetes_130us,0.1,census_informed
clean,hgb,20260806,0.6813541304720715,0.22950555764166364,0.09404821873493463,76324,ok,diabetes_130us,0.1,census_informed
corrupted,logreg,20260806,0.6703386884542799,0.2194889641731172,0.0949629088308929,76324,ok,diabetes_130us,0.1,census_informed
corrupted,hgb,20260806,0.6786880213667722,0.22576309155865204,0.09447729978295706,76324,ok,diabetes_130us,0.1,census_informed
quarantine,logreg,20260806,0.667813611166117,0.21795837359493042,0.0948477491723728,35729,ok,diabetes_130us,0.1,census_informed
quarantine,hgb,20260806,0.6745405171709977,0.22215226589566361,0.09446836333696208,35729,ok,diabetes_130us,0.1,census_informed
repair,logreg,20260806,0.6710173164163513,0.21934756333861216,0.09498009617719946,76324,ok,diabetes_130us,0.1,census_informed
repair,hgb,20260806,0.6760290495622738,0.22680329777803343,0.09475800706609146,76324,ok,diabetes_130us,0.1,census_informed
clean,logreg,20260807,0.6710835078686481,0.22021639547528227,0.09471164419684215,76324,ok,diabetes_130us,0.1,census_informed
clean,hgb,20260807,0.6809797650197988,0.23327776046708348,0.09389486207482263,76324,ok,diabetes_130us,0.1,census_informed
corrupted,logreg,20260807,0.6708157344196036,0.21912843344110602,0.09493629439424049,76324,ok,diabetes_130us,0.1,census_informed
corrupted,hgb,20260807,0.678063468587625,0.23004392260180162,0.09437170885309983,76324,ok,diabetes_130us,0.1,census_informed
quarantine,logreg,20260807,0.6684095446157425,0.21586064344535516,0.09495091112050455,35573,ok,diabetes_130us,0.1,census_informed
quarantine,hgb,20260807,0.6755963857643761,0.22041815276259605,0.09450520606446318,35573,ok,diabetes_130us,0.1,census_informed
repair,logreg,20260807,0.6709041169556133,0.21881744742910497,0.09494154500852381,76324,ok,diabetes_130us,0.1,census_informed
repair,hgb,20260807,0.675662959015515,0.2228223805498401,0.09475953685480579,76324,ok,diabetes_130us,0.1,census_informed
clean,logreg,20260803,0.6710835078686481,0.22021639547528227,0.09471164419684215,76324,ok,diabetes_130us,0.2,census_informed
clean,hgb,20260803,0.6797893551895977,0.23046767674384105,0.09398754777395674,76324,ok,diabetes_130us,0.2,census_informed
corrupted,logreg,20260803,0.6700245225500292,0.21946529668197434,0.09555609065849625,76324,ok,diabetes_130us,0.2,census_informed
corrupted,hgb,20260803,0.677248935821438,0.22818066389314795,0.09508726583981253,76324,ok,diabetes_130us,0.2,census_informed
quarantine,logreg,20260803,0.6524002360794701,0.21349696292003534,0.09519024865735307,15757,ok,diabetes_130us,0.2,census_informed
quarantine,hgb,20260803,0.6602334237084957,0.20951483761541032,0.09527869227803897,15757,ok,diabetes_130us,0.2,census_informed
repair,logreg,20260803,0.6703102872955251,0.21900428995835383,0.09544174899517015,76324,ok,diabetes_130us,0.2,census_informed
repair,hgb,20260803,0.6708035246484736,0.21820979096702664,0.09536934570804637,76324,ok,diabetes_130us,0.2,census_informed
clean,logreg,20260804,0.6710835078686481,0.22021639547528227,0.09471164419684215,76324,ok,diabetes_130us,0.2,census_informed
clean,hgb,20260804,0.6810637529732195,0.22999632587116553,0.09396931193123664,76324,ok,diabetes_130us,0.2,census_informed
corrupted,logreg,20260804,0.6703312862318336,0.21952612380921244,0.09546469004244951,76324,ok,diabetes_130us,0.2,census_informed
corrupted,hgb,20260804,0.6749273806914851,0.22891881828823762,0.0950814512596047,76324,ok,diabetes_130us,0.2,census_informed
quarantine,logreg,20260804,0.6656630707501149,0.2184133038927271,0.09485217156314953,15558,ok,diabetes_130us,0.2,census_informed
